synthetic,machine,work,acdc,gear,pl1_w,freq_ghz,cpu_util,gpu_util,perf_score,power_w,temp_c,fluency_violation,policy_ver,fence_ver,envelope_ver
1,B,W3,AC,Quiet,25,3.8,72.1,35.7,60.9,37.4,59.8,0,stub-1,1.0,1.0
1,B,W4,AC,Quiet,25,3.8,79.3,16.0,62.5,41.3,65.7,1,stub-1,1.0,1.0
1,B,W5,AC,Quiet,25,3.8,59.3,14.0,58.8,30.4,58.8,0,stub-1,1.0,1.0
1,B,W6,AC,Quiet,25,3.8,15.2,88.3,46.9,21.0,56.9,0,stub-1,1.0,1.0
1,B,W7,AC,Quiet,25,3.8,80.4,57.3,69.3,39.6,63.1,0,stub-1,1.0,1.0
1,B,W0,DC,Balance,40,4.8,14.9,77.1,60.9,35.6,60.9,0,stub-1,1.0,1.0
1,B,W1,DC,Balance,40,4.8,39.3,18.0,70.6,41.4,62.2,0,stub-1,1.0,1.0
1,B,W2,DC,Balance,40,4.8,67.1,77.7,74.5,46.7,64.9,0,stub-1,1.0,1.0
1,B,W3,DC,Balance,40,4.8,83.6,77.0,80.0,52.4,67.5,0,stub-1,1.0,1.0
1,B,W4,DC,Balance,40,4.8,78.6,66.2,74.6,51.3,68.5,0,stub-1,1.0,1.0
1,B,W5,DC,Balance,40,4.8,83.6,60.0,83.5,52.7,68.1,0,stub-1,1.0,1.0
1,B,W6,DC,Balance,40,4.8,24.5,85.5,61.3,35.4,62.1,0,stub-1,1.0,1.0
1,B,W7,DC,Balance,40,4.8,47.1,56.9,70.9,40.2,64.0,0,stub-1,1.0,1.0
1,B,W0,AC,Balance,40,4.8,5.5,57.1,56.4,31.2,55.7,0,stub-1,1.0,1.0
1,B,W1,AC,Balance,40,4.8,9.1,18.1,60.0,31.0,58.8,0,stub-1,1.0,1.0
1,B,W2,AC,Balance,40,4.8,29.6,50.0,63.2,39.7,59.2,0,stub-1,1.0,1.0
1,B,W3,AC,Balance,40,4.8,8.1,55.5,56.1,32.0,57.2,0,stub-1,1.0,1.0
1,B,W4,AC,Balance,40,4.8,74.7,62.0,74.2,47.4,65.1,0,stub-1,1.0,1.0
1,B,W5,AC,Balance,40,4.8,89.5,66.3,85.5,51.5,69.4,0,stub-1,1.0,1.0
1,B,W6,AC,Balance,40,4.8,71.6,50.8,73.4,46.6,63.9,0,stub-1,1.0,1.0
1,B,W7,AC,Balance,40,4.8,10.4,35.3,57.2,29.5,63.3,0,stub-1,1.0,1.0
1,B,W0,DC,Balance,40,4.8,48.3,38.1,68.8,43.4,63.7,0,stub-1,1.0,1.0
1,B,W1,DC,Balance,40,4.8,5.7,83.4,58.1,28.8,59.5,0,stub-1,1.0,1.0
1,B,W2,DC,Balance,40,4.8,56.2,32.2,71.5,44.7,64.2,0,stub-1,1.0,1.0
1,B,W3,DC,Balance,40,4.8,54.6,89.4,72.9,41.2,66.3,0,stub-1,1.0,1.0
1,B,W4,DC,Balance,40,4.8,57.5,12.2,73.0,46.7,66.8,0,stub-1,1.0,1.0
1,B,W5,DC,Balance,40,4.8,43.5,83.1,67.2,42.8,64.7,0,stub-1,1.0,1.0
1,B,W6,DC,Balance,40,4.8,85.9,29.8,79.2,52.2,67.9,0,stub-1,1.0,1.0
1,B,W7,DC,Balance,40,4.8,68.4,24.6,76.4,46.1,65.7,0,stub-1,1.0,1.0
1,B,W0,AC,Beast,65,5.0,59.3,82.8,72.9,62.1,70.4,0,stub-1,1.0,1.0
1,B,W1,AC,Beast,65,5.0,59.1,12.1,66.4,64.6,68.8,0,stub-1,1.0,1.0
1,B,W2,AC,Beast,65,5.0,35.7,17.3,68.9,59.4,71.3,0,stub-1,1.0,1.0
1,B,W3,AC,Beast,65,5.0,24.1,34.4,61.2,54.0,65.7,0,stub-1,1.0,1.0
1,B,W4,AC,Beast,65,5.0,41.5,66.1,68.6,59.1,69.3,0,stub-1,1.0,1.0
1,B,W5,AC,Beast,65,5.0,35.1,49.5,67.8,55.6,67.8,0,stub-1,1.0,1.0
1,B,W6,AC,Beast,65,5.0,46.7,6.2,74.0,58.8,70.1,0,stub-1,1.0,1.0
1,B,W7,AC,Beast,65,5.0,60.3,70.2,74.3,63.0,71.6,0,stub-1,1.0,1.0
1,B,W0,DC,Beast,65,5.0,19.1,17.8,63.0,51.9,67.8,0,stub-1,1.0,1.0
1,B,W1,DC,Beast,65,5.0,53.5,58.0,69.6,58.9,68.9,0,stub-1,1.0,1.0
1,B,W2,DC,Beast,65,5.0,59.1,34.8,73.9,61.6,70.0,0,stub-1,1.0,1.0
1,B,W3,DC,Beast,65,5.0,32.8,74.5,61.7,58.5,69.2,0,stub-1,1.0,1.0
1,B,W4,DC,Beast,65,5.0,30.0,52.1,67.4,55.2,70.0,0,stub-1,1.0,1.0
1,B,W5,DC,Beast,65,5.0,74.7,37.6,78.6,68.6,72.9,0,stub-1,1.0,1.0
1,B,W6,DC,Beast,65,5.0,73.1,13.1,79.6,67.0,74.1,0,stub-1,1.0,1.0
1,B,W7,DC,Beast,65,5.0,55.0,21.4,74.2,63.8,70.8,0,stub-1,1.0,1.0
1,B,W0,AC,Beast,65,5.0,18.4,21.0,62.1,48.1,66.0,0,stub-1,1.0,1.0
1,B,W1,AC,Beast,65,5.0,75.0,26.8,79.1,69.6,73.2,0,stub-1,1.0,1.0
1,B,W2,AC,Beast,65,5.0,62.3,36.0,76.0,61.9,69.2,0,stub-1,1.0,1.0
1,B,W3,AC,Beast,65,5.0,71.0,10.9,83.2,65.0,70.5,0,stub-1,1.0,1.0
1,B,W4,AC,Beast,65,5.0,82.8,10.4,77.8,68.5,76.1,0,stub-1,1.0,1.0
1,B,W5,AC,Beast,65,5.0,25.2,27.7,61.0,54.2,69.5,0,stub-1,1.0,1.0
1,B,W6,AC,Beast,65,5.0,25.8,23.3,65.0,51.6,65.6,0,stub-1,1.0,1.0
1,B,W7,AC,Beast,65,5.0,24.5,56.3,73.6,56.3,71.2,0,stub-1,1.0,1.0
1,B,W0,DC,Extreme,65,5.2,83.2,29.1,83.2,65.7,71.7,0,stub-1,1.0,1.0
1,B,W1,DC,Extreme,65,5.2,48.7,85.2,76.1,62.0,72.6,0,stub-1,1.0,1.0
1,B,W2,DC,Extreme,65,5.2,58.8,45.8,70.8,61.1,71.2,0,stub-1,1.0,1.0
1,B,W3,DC,Extreme,65,5.2,75.2,82.7,86.9,69.0,75.9,0,stub-1,1.0,1.0
1,B,W4,DC,Extreme,65,5.2,94.5,31.8,87.7,72.5,74.6,0,stub-1,1.0,1.0
1,B,W5,DC,Extreme,65,5.2,18.6,71.2,64.9,53.6,68.3,0,stub-1,1.0,1.0
1,B,W6,DC,Extreme,65,5.2,66.4,13.1,74.8,68.8,72.4,0,stub-1,1.0,1.0
1,B,W7,DC,Extreme,65,5.2,93.2,8.0,79.8,72.3,77.0,0,stub-1,1.0,1.0
1,B,W0,AC,Extreme,65,5.2,67.1,8.4,76.4,65.2,71.2,0,stub-1,1.0,1.0
1,B,W1,AC,Extreme,65,5.2,6.8,94.2,62.3,47.9,68.6,0,stub-1,1.0,1.0
1,B,W2,AC,Extreme,65,5.2,15.8,48.9,66.3,53.5,68.7,0,stub-1,1.0,1.0
1,B,W3,AC,Extreme,65,5.2,71.4,50.1,83.9,67.8,73.6,0,stub-1,1.0,1.0
1,B,W4,AC,Extreme,65,5.2,49.7,87.7,72.5,61.8,73.7,0,stub-1,1.0,1.0
1,B,W5,AC,Extreme,65,5.2,29.6,20.9,66.8,55.4,69.0,0,stub-1,1.0,1.0
1,B,W6,AC,Extreme,65,5.2,8.9,50.8,59.1,51.5,66.9,0,stub-1,1.0,1.0
1,B,W7,AC,Extreme,65,5.2,66.9,63.8,78.9,62.7,70.4,0,stub-1,1.0,1.0
1,B,W0,DC,Extreme,65,5.2,67.1,93.4,81.9,63.0,70.0,0,stub-1,1.0,1.0
1,B,W1,DC,Extreme,65,5.2,42.7,92.6,73.3,57.4,70.0,0,stub-1,1.0,1.0
1,B,W2,DC,Extreme,65,5.2,41.9,17.9,71.8,58.7,66.9,0,stub-1,1.0,1.0
1,B,W3,DC,Extreme,65,5.2,60.0,38.9,72.3,63.4,72.2,0,stub-1,1.0,1.0
1,B,W4,DC,Extreme,65,5.2,15.5,80.9,65.5,47.5,67.8,0,stub-1,1.0,1.0
1,B,W5,DC,Extreme,65,5.2,63.2,54.4,78.9,62.1,74.4,0,stub-1,1.0,1.0
1,B,W6,DC,Extreme,65,5.2,5.1,72.2,63.4,47.2,61.5,0,stub-1,1.0,1.0
1,B,W7,DC,Extreme,65,5.2,26.1,61.7,61.8,54.5,66.6,0,stub-1,1.0,1.0
1,B,W0,AC,Quiet,25,3.8,69.1,40.4,59.0,35.9,61.0,0,stub-1,1.0,1.0
1,B,W1,AC,Quiet,25,3.8,61.6,53.9,58.6,34.9,63.2,0,stub-1,1.0,1.0
1,B,W2,AC,Quiet,25,3.8,28.8,86.8,47.0,26.4,56.6,0,stub-1,1.0,1.0
1,B,W3,AC,Quiet,25,3.8,17.8,88.5,48.2,20.6,55.9,0,stub-1,1.0,1.0
1,B,W4,AC,Quiet,25,3.8,52.5,78.2,58.5,33.2,61.4,0,stub-1,1.0,1.0
1,B,W5,AC,Quiet,25,3.8,79.5,85.5,63.0,39.4,62.5,0,stub-1,1.0,1.0
1,B,W6,AC,Quiet,25,3.8,39.3,79.9,55.3,27.7,59.3,0,stub-1,1.0,1.0
1,B,W7,AC,Quiet,25,3.8,14.3,37.1,49.6,22.9,55.3,0,stub-1,1.0,1.0
1,B,W0,DC,Quiet,25,3.8,45.8,12.9,48.4,34.4,60.5,0,stub-1,1.0,1.0
1,B,W1,DC,Quiet,25,3.8,48.1,76.8,54.1,30.9,59.0,0,stub-1,1.0,1.0
1,B,W2,DC,Quiet,25,3.8,66.2,38.0,60.0,35.4,60.4,0,stub-1,1.0,1.0
1,B,W3,DC,Quiet,25,3.8,6.6,23.1,47.5,19.5,55.6,0,stub-1,1.0,1.0
1,B,W4,DC,Quiet,25,3.8,21.1,69.6,49.2,25.6,58.1,0,stub-1,1.0,1.0
1,B,W5,DC,Quiet,25,3.8,62.3,82.3,66.8,35.2,62.8,0,stub-1,1.0,1.0
1,B,W6,DC,Quiet,25,3.8,76.3,60.6,64.4,38.6,61.2,0,stub-1,1.0,1.0
1,B,W7,DC,Quiet,25,3.8,69.1,31.6,64.1,33.9,62.1,0,stub-1,1.0,1.0
1,B,W0,AC,Quiet,25,3.8,78.0,36.7,62.6,40.4,64.0,0,stub-1,1.0,1.0
1,B,W1,AC,Quiet,25,3.8,92.4,69.1,68.7,40.3,64.7,0,stub-1,1.0,1.0
1,B,W2,AC,Quiet,25,3.8,34.7,11.4,53.5,25.4,56.2,0,stub-1,1.0,1.0
1,B,W3,AC,Quiet,25,3.8,73.1,7.3,63.6,35.5,60.5,0,stub-1,1.0,1.0
1,B,W4,AC,Quiet,25,3.8,46.6,80.6,53.8,31.6,61.3,0,stub-1,1.0,1.0
1,B,W5,AC,Quiet,25,3.8,51.1,79.2,55.9,30.1,57.4,0,stub-1,1.0,1.0
1,B,W6,AC,Quiet,25,3.8,41.2,8.7,53.6,26.8,58.7,0,stub-1,1.0,1.0
1,B,W7,AC,Quiet,25,3.8,15.6,24.9,43.0,25.7,59.3,0,stub-1,1.0,1.0
1,B,W0,DC,Balance,40,4.8,14.2,12.9,59.2,30.5,61.8,0,stub-1,1.0,1.0
1,B,W1,DC,Balance,40,4.8,69.0,48.5,76.1,50.2,67.4,0,stub-1,1.0,1.0
1,B,W2,DC,Balance,40,4.8,42.6,57.6,72.7,40.4,63.7,0,stub-1,1.0,1.0
1,B,W3,DC,Balance,40,4.8,51.6,5.5,68.4,44.4,64.5,0,stub-1,1.0,1.0
1,B,W4,DC,Balance,40,4.8,28.6,33.2,63.0,40.8,61.6,0,stub-1,1.0,1.0
1,B,W5,DC,Balance,40,4.8,9.6,32.4,56.7,34.3,59.0,0,stub-1,1.0,1.0
1,B,W6,DC,Balance,40,4.8,82.1,28.1,78.5,51.4,65.6,0,stub-1,1.0,1.0
1,B,W7,DC,Balance,40,4.8,46.8,49.0,67.6,39.9,62.3,0,stub-1,1.0,1.0
1,B,W0,AC,Balance,40,4.8,77.1,23.0,80.1,48.2,67.1,0,stub-1,1.0,1.0
1,B,W1,AC,Balance,40,4.8,53.0,41.8,70.9,41.6,63.0,0,stub-1,1.0,1.0
1,B,W2,AC,Balance,40,4.8,29.6,76.6,62.3,40.1,63.7,0,stub-1,1.0,1.0
1,B,W3,AC,Balance,40,4.8,89.1,45.0,76.4,53.1,67.2,0,stub-1,1.0,1.0
1,B,W4,AC,Balance,40,4.8,44.0,62.5,73.2,42.1,65.5,0,stub-1,1.0,1.0
1,B,W5,AC,Balance,40,4.8,88.0,55.5,81.6,53.0,65.9,0,stub-1,1.0,1.0
1,B,W6,AC,Balance,40,4.8,65.6,65.7,73.0,47.8,66.2,0,stub-1,1.0,1.0
1,B,W7,AC,Balance,40,4.8,87.6,23.6,78.3,52.9,67.9,0,stub-1,1.0,1.0
1,B,W0,DC,Balance,40,4.8,75.6,90.6,72.6,50.5,66.5,0,stub-1,1.0,1.0
1,B,W1,DC,Balance,40,4.8,66.7,18.9,80.4,49.6,67.2,0,stub-1,1.0,1.0
1,B,W2,DC,Balance,40,4.8,8.8,80.3,57.1,33.1,59.4,0,stub-1,1.0,1.0
1,B,W3,DC,Balance,40,4.8,18.9,87.1,59.2,32.6,63.0,0,stub-1,1.0,1.0
1,B,W4,DC,Balance,40,4.8,18.7,76.9,63.4,34.0,62.3,0,stub-1,1.0,1.0
1,B,W5,DC,Balance,40,4.8,25.1,54.1,62.8,37.8,63.2,0,stub-1,1.0,1.0
1,B,W6,DC,Balance,40,4.8,70.5,43.7,74.3,46.9,65.8,0,stub-1,1.0,1.0
1,B,W7,DC,Balance,40,4.8,88.1,94.7,78.5,54.6,67.4,0,stub-1,1.0,1.0
1,B,W0,AC,Beast,65,5.0,31.2,36.3,66.2,53.5,68.3,0,stub-1,1.0,1.0
1,B,W1,AC,Beast,65,5.0,48.6,82.8,70.5,58.4,68.4,0,stub-1,1.0,1.0
1,B,W2,AC,Beast,65,5.0,13.0,17.6,60.3,55.3,69.0,0,stub-1,1.0,1.0
1,B,W3,AC,Beast,65,5.0,7.9,58.9,57.9,51.6,66.8,0,stub-1,1.0,1.0
1,B,W4,AC,Beast,65,5.0,90.0,64.1,85.3,71.7,73.0,0,stub-1,1.0,1.0
1,B,W5,AC,Beast,65,5.0,21.1,75.9,64.1,53.0,68.1,0,stub-1,1.0,1.0
1,B,W6,AC,Beast,65,5.0,55.3,13.6,68.0,61.0,69.0,0,stub-1,1.0,1.0
1,B,W7,AC,Beast,65,5.0,8.0,51.2,57.9,52.2,68.5,0,stub-1,1.0,1.0
1,B,W0,DC,Beast,65,5.0,16.9,57.0,60.5,53.7,67.3,0,stub-1,1.0,1.0
1,B,W1,DC,Beast,65,5.0,20.3,89.7,61.6,51.2,69.4,0,stub-1,1.0,1.0
1,B,W2,DC,Beast,65,5.0,83.6,48.2,81.7,70.2,74.1,0,stub-1,1.0,1.0
1,B,W3,DC,Beast,65,5.0,53.2,15.6,71.4,60.4,70.3,0,stub-1,1.0,1.0
1,B,W4,DC,Beast,65,5.0,53.2,50.6,71.1,62.6,70.1,0,stub-1,1.0,1.0
1,B,W5,DC,Beast,65,5.0,26.6,83.4,66.1,50.5,66.6,0,stub-1,1.0,1.0
1,B,W6,DC,Beast,65,5.0,6.4,89.9,54.0,49.7,64.3,0,stub-1,1.0,1.0
1,B,W7,DC,Beast,65,5.0,25.6,72.5,62.7,55.3,69.3,0,stub-1,1.0,1.0
1,B,W0,AC,Beast,65,5.0,7.8,40.4,57.2,49.6,66.8,0,stub-1,1.0,1.0
1,B,W1,AC,Beast,65,5.0,57.1,26.1,72.7,59.7,68.4,0,stub-1,1.0,1.0
1,B,W2,AC,Beast,65,5.0,69.0,10.6,76.9,68.4,73.4,0,stub-1,1.0,1.0
1,B,W3,AC,Beast,65,5.0,67.3,78.3,76.2,63.3,73.4,0,stub-1,1.0,1.0
1,B,W4,AC,Beast,65,5.0,46.6,87.9,77.6,60.2,68.8,1,stub-1,1.0,1.0
1,B,W5,AC,Beast,65,5.0,27.0,71.0,66.7,54.3,67.2,0,stub-1,1.0,1.0
1,B,W6,AC,Beast,65,5.0,36.0,17.6,68.3,58.5,67.5,0,stub-1,1.0,1.0
1,B,W7,AC,Beast,65,5.0,94.8,76.2,91.2,70.1,73.8,0,stub-1,1.0,1.0
1,B,W0,DC,Extreme,65,5.2,75.1,86.7,80.9,64.5,72.2,0,stub-1,1.0,1.0
1,B,W1,DC,Extreme,65,5.2,81.1,75.8,86.5,71.5,75.3,0,stub-1,1.0,1.0
1,B,W2,DC,Extreme,65,5.2,36.4,19.6,74.4,56.6,68.8,0,stub-1,1.0,1.0
1,B,W3,DC,Extreme,65,5.2,89.3,86.4,83.2,70.9,71.0,0,stub-1,1.0,1.0
1,B,W4,DC,Extreme,65,5.2,77.2,58.1,76.3,69.3,73.9,0,stub-1,1.0,1.0
1,B,W5,DC,Extreme,65,5.2,91.5,52.9,79.5,72.5,74.1,0,stub-1,1.0,1.0
1,B,W6,DC,Extreme,65,5.2,92.2,75.9,85.5,75.6,75.6,0,stub-1,1.0,1.0
1,B,W7,DC,Extreme,65,5.2,46.2,26.3,74.7,55.4,68.6,0,stub-1,1.0,1.0
1,B,W0,AC,Extreme,65,5.2,66.7,68.9,74.4,67.3,73.2,0,stub-1,1.0,1.0
1,B,W1,AC,Extreme,65,5.2,89.8,79.3,80.6,70.4,74.0,0,stub-1,1.0,1.0
1,B,W2,AC,Extreme,65,5.2,63.7,80.3,75.5,66.6,73.7,1,stub-1,1.0,1.0
1,B,W3,AC,Extreme,65,5.2,49.0,6.5,69.0,63.3,72.9,0,stub-1,1.0,1.0
1,B,W4,AC,Extreme,65,5.2,42.7,59.4,69.1,59.3,70.1,0,stub-1,1.0,1.0
1,B,W5,AC,Extreme,65,5.2,60.7,31.3,79.5,64.9,72.3,0,stub-1,1.0,1.0
1,B,W6,AC,Extreme,65,5.2,68.1,44.8,76.0,62.4,72.5,0,stub-1,1.0,1.0
1,B,W7,AC,Extreme,65,5.2,8.7,79.1,65.4,50.7,67.8,0,stub-1,1.0,1.0
1,B,W0,DC,Extreme,65,5.2,91.2,37.6,86.4,75.6,73.0,0,stub-1,1.0,1.0
1,B,W1,DC,Extreme,65,5.2,40.5,50.0,67.1,60.6,69.7,0,stub-1,1.0,1.0
1,B,W2,DC,Extreme,65,5.2,94.0,22.1,87.0,71.2,73.9,0,stub-1,1.0,1.0
1,B,W3,DC,Extreme,65,5.2,90.1,45.9,85.0,71.7,73.0,0,stub-1,1.0,1.0
1,B,W4,DC,Extreme,65,5.2,36.7,14.1,64.4,56.0,67.2,0,stub-1,1.0,1.0
1,B,W5,DC,Extreme,65,5.2,85.4,65.0,83.5,72.5,75.3,0,stub-1,1.0,1.0
1,B,W6,DC,Extreme,65,5.2,45.0,91.2,69.5,61.7,69.6,0,stub-1,1.0,1.0
1,B,W7,DC,Extreme,65,5.2,52.0,65.9,72.2,63.3,70.2,0,stub-1,1.0,1.0
1,B,W0,AC,Quiet,25,3.8,37.7,92.9,59.6,29.5,58.6,0,stub-1,1.0,1.0
1,B,W1,AC,Quiet,25,3.8,45.3,72.6,52.9,32.7,58.9,0,stub-1,1.0,1.0
1,B,W2,AC,Quiet,25,3.8,72.5,8.2,63.3,38.2,65.4,0,stub-1,1.0,1.0
1,B,W3,AC,Quiet,25,3.8,57.9,56.9,58.1,35.3,61.8,0,stub-1,1.0,1.0
1,B,W4,AC,Quiet,25,3.8,72.3,62.7,63.0,40.5,62.7,0,stub-1,1.0,1.0
1,B,W5,AC,Quiet,25,3.8,93.0,63.4,73.4,43.6,62.1,0,stub-1,1.0,1.0
1,B,W6,AC,Quiet,25,3.8,39.2,91.7,53.5,25.6,57.8,0,stub-1,1.0,1.0
1,B,W7,AC,Quiet,25,3.8,56.8,79.3,61.4,33.6,59.4,0,stub-1,1.0,1.0
1,B,W0,DC,Quiet,25,3.8,17.6,51.4,49.9,22.1,56.7,0,stub-1,1.0,1.0
1,B,W1,DC,Quiet,25,3.8,33.1,9.8,51.1,26.4,59.6,0,stub-1,1.0,1.0
1,B,W2,DC,Quiet,25,3.8,92.0,91.6,70.5,43.9,65.3,0,stub-1,1.0,1.0
1,B,W3,DC,Quiet,25,3.8,44.4,14.8,55.5,29.8,60.9,0,stub-1,1.0,1.0
1,B,W4,DC,Quiet,25,3.8,39.7,91.7,54.6,30.0,60.9,0,stub-1,1.0,1.0
1,B,W5,DC,Quiet,25,3.8,62.3,75.1,59.4,34.1,61.7,0,stub-1,1.0,1.0
1,B,W6,DC,Quiet,25,3.8,73.1,47.3,60.0,36.3,61.7,0,stub-1,1.0,1.0
1,B,W7,DC,Quiet,25,3.8,37.6,87.6,51.8,26.5,58.1,0,stub-1,1.0,1.0
1,B,W0,AC,Quiet,25,3.8,61.7,28.4,61.1,33.8,61.7,0,stub-1,1.0,1.0
1,B,W1,AC,Quiet,25,3.8,36.8,89.6,50.6,27.8,59.8,0,stub-1,1.0,1.0
1,B,W2,AC,Quiet,25,3.8,11.3,54.4,47.0,18.3,53.1,0,stub-1,1.0,1.0
1,B,W3,AC,Quiet,25,3.8,32.6,63.0,55.7,29.6,58.9,0,stub-1,1.0,1.0
1,B,W4,AC,Quiet,25,3.8,67.3,74.7,56.9,38.8,62.5,0,stub-1,1.0,1.0
1,B,W5,AC,Quiet,25,3.8,77.5,36.5,62.7,40.1,65.8,0,stub-1,1.0,1.0
1,B,W6,AC,Quiet,25,3.8,52.9,51.9,55.4,28.4,59.8,0,stub-1,1.0,1.0
1,B,W7,AC,Quiet,25,3.8,10.9,42.2,48.8,17.3,55.0,0,stub-1,1.0,1.0
1,B,W0,DC,Balance,40,4.8,65.1,57.0,70.2,47.8,65.3,0,stub-1,1.0,1.0
1,B,W1,DC,Balance,40,4.8,76.0,80.5,82.2,50.9,68.6,0,stub-1,1.0,1.0
1,B,W2,DC,Balance,40,4.8,72.9,50.1,80.8,45.8,64.9,0,stub-1,1.0,1.0
1,B,W3,DC,Balance,40,4.8,84.1,16.8,73.2,50.4,64.4,0,stub-1,1.0,1.0
1,B,W4,DC,Balance,40,4.8,60.1,29.8,75.8,46.1,65.7,0,stub-1,1.0,1.0
1,B,W5,DC,Balance,40,4.8,25.1,13.4,60.1,33.5,57.1,0,stub-1,1.0,1.0
1,B,W6,DC,Balance,40,4.8,77.2,37.4,76.5,48.7,66.8,0,stub-1,1.0,1.0
1,B,W7,DC,Balance,40,4.8,5.3,61.6,54.4,31.8,61.1,0,stub-1,1.0,1.0
1,B,W0,AC,Balance,40,4.8,10.3,45.1,53.0,30.9,62.5,0,stub-1,1.0,1.0
1,B,W1,AC,Balance,40,4.8,14.9,25.2,60.8,32.0,59.2,0,stub-1,1.0,1.0
1,B,W2,AC,Balance,40,4.8,34.8,56.2,66.0,41.9,64.4,0,stub-1,1.0,1.0
1,B,W3,AC,Balance,40,4.8,53.3,7.7,75.7,43.4,63.8,0,stub-1,1.0,1.0
1,B,W4,AC,Balance,40,4.8,50.4,43.2,73.2,43.6,63.9,0,stub-1,1.0,1.0
1,B,W5,AC,Balance,40,4.8,51.1,58.0,65.6,43.3,67.1,0,stub-1,1.0,1.0
1,B,W6,AC,Balance,40,4.8,94.6,77.4,84.3,53.6,68.3,0,stub-1,1.0,1.0
1,B,W7,AC,Balance,40,4.8,48.0,17.0,68.5,39.0,63.3,0,stub-1,1.0,1.0
1,B,W0,DC,Balance,40,4.8,68.8,45.9,73.4,48.4,64.9,0,stub-1,1.0,1.0
1,B,W1,DC,Balance,40,4.8,22.5,71.2,62.9,33.1,60.4,0,stub-1,1.0,1.0
1,B,W2,DC,Balance,40,4.8,22.8,68.3,62.4,36.8,59.7,0,stub-1,1.0,1.0
1,B,W3,DC,Balance,40,4.8,72.3,90.3,73.7,51.0,65.7,0,stub-1,1.0,1.0
1,B,W4,DC,Balance,40,4.8,69.8,10.6,74.9,47.8,67.3,0,stub-1,1.0,1.0
1,B,W5,DC,Balance,40,4.8,28.7,37.0,59.6,38.3,64.2,0,stub-1,1.0,1.0
1,B,W6,DC,Balance,40,4.8,94.2,32.5,83.4,54.2,66.0,0,stub-1,1.0,1.0
1,B,W7,DC,Balance,40,4.8,77.4,46.0,81.9,50.3,67.0,0,stub-1,1.0,1.0
1,B,W0,AC,Beast,65,5.0,18.8,75.0,53.8,53.8,70.1,0,stub-1,1.0,1.0
1,B,W1,AC,Beast,65,5.0,47.9,79.0,68.1,60.9,70.8,0,stub-1,1.0,1.0
1,B,W2,AC,Beast,65,5.0,55.7,50.7,73.7,63.7,74.6,0,stub-1,1.0,1.0
1,B,W3,AC,Beast,65,5.0,90.1,93.2,83.6,68.2,73.8,0,stub-1,1.0,1.0
1,B,W4,AC,Beast,65,5.0,39.6,78.1,69.5,57.2,70.0,0,stub-1,1.0,1.0
1,B,W5,AC,Beast,65,5.0,39.1,5.8,68.6,59.6,67.6,0,stub-1,1.0,1.0
1,B,W6,AC,Beast,65,5.0,46.7,8.9,73.4,58.3,70.6,0,stub-1,1.0,1.0
1,B,W7,AC,Beast,65,5.0,61.2,84.7,75.8,60.8,70.5,0,stub-1,1.0,1.0
1,B,W0,DC,Beast,65,5.0,23.5,26.9,66.5,52.8,69.1,0,stub-1,1.0,1.0
1,B,W1,DC,Beast,65,5.0,16.4,23.0,64.5,49.5,66.9,0,stub-1,1.0,1.0
1,B,W2,DC,Beast,65,5.0,62.3,68.6,73.9,64.2,71.4,0,stub-1,1.0,1.0
1,B,W3,DC,Beast,65,5.0,41.0,65.6,68.0,58.1,68.3,0,stub-1,1.0,1.0
1,B,W4,DC,Beast,65,5.0,63.5,67.3,73.6,64.5,73.3,1,stub-1,1.0,1.0
1,B,W5,DC,Beast,65,5.0,26.5,93.8,62.7,54.9,69.7,0,stub-1,1.0,1.0
1,B,W6,DC,Beast,65,5.0,75.9,79.1,75.5,65.1,72.4,0,stub-1,1.0,1.0
1,B,W7,DC,Beast,65,5.0,92.9,77.2,83.8,72.5,74.5,0,stub-1,1.0,1.0
1,B,W0,AC,Beast,65,5.0,26.6,88.8,65.8,57.6,71.1,0,stub-1,1.0,1.0
1,B,W1,AC,Beast,65,5.0,87.7,28.7,80.3,70.8,74.0,0,stub-1,1.0,1.0
1,B,W2,AC,Beast,65,5.0,73.1,14.3,82.6,66.3,73.2,0,stub-1,1.0,1.0
1,B,W3,AC,Beast,65,5.0,51.1,14.5,76.8,62.0,67.6,0,stub-1,1.0,1.0
1,B,W4,AC,Beast,65,5.0,87.5,5.2,84.3,68.5,73.7,0,stub-1,1.0,1.0
1,B,W5,AC,Beast,65,5.0,58.5,77.0,70.7,63.6,71.5,0,stub-1,1.0,1.0
1,B,W6,AC,Beast,65,5.0,54.1,31.2,72.3,62.0,70.7,0,stub-1,1.0,1.0
1,B,W7,AC,Beast,65,5.0,79.7,78.0,79.1,67.5,72.8,0,stub-1,1.0,1.0
1,B,W0,DC,Extreme,65,5.2,63.5,23.6,76.3,64.7,73.5,0,stub-1,1.0,1.0
1,B,W1,DC,Extreme,65,5.2,36.7,13.5,69.5,56.8,66.0,0,stub-1,1.0,1.0
1,B,W2,DC,Extreme,65,5.2,81.3,14.1,80.9,70.2,73.6,0,stub-1,1.0,1.0
1,B,W3,DC,Extreme,65,5.2,93.1,74.2,84.2,72.8,74.5,0,stub-1,1.0,1.0
1,B,W4,DC,Extreme,65,5.2,15.2,67.3,61.1,50.3,65.1,0,stub-1,1.0,1.0
1,B,W5,DC,Extreme,65,5.2,63.4,87.5,78.4,63.9,68.7,0,stub-1,1.0,1.0
